"scraping_time";"add_information";"company_details";"company_name";"contact_details";"contract_type";"days_online";"job_category";"job_city";"job_description";"job_title";"object_id";"object_link";"requirements";"salary";"views"
"2021-08-05 17:31:39.605437";"“Nell’ottica di una valorizzazione della diversity e lotta per le pari opportunità, questo annuncio è rivolto a tutti i candidati senza alcun tipo di discriminazione.
La Società Assist Sh.p.k. in qualità di Titolare del trattamento dei dati personali. I dati che la Società intende trattare sono: A) Dati anagrafici, e B) informazioni su carriera scolastica, situazione professionale, conoscenze specifiche in determinati settori. La base Giuridica per i punti A) e B) è l’esecuzione di misure precontrattuali ex art. 6, comma 1, lett. b) GDPR e art. 6, comma 1, lett. b) della Legge n. 9887 del 10.03.2008 “Per la protezione dei dati personali”. I dati raccolti saranno trattati per l'esecuzione dei processi di ricerca, selezione e valutazione del personale svolti per conto proprio per gestire la Sua candidatura in riferimento ad un annuncio specifico nonché per gestire la Sua candidatura spontanea. Nel caso in cui abbia fornito i Suoi dati mediante risposta ad un annuncio i dati forniti potranno essere trattati anche per selezioni future a seguito di Suo esplicito consenso inviato contestualmente al curriculum o conferito successivamente. I Suoi dati saranno conservati per il tempo strettamente necessario al perseguimento delle finalità sopra descritte ed in ogni caso per un tempo non superiore a 12 mesi salvo Sua revoca, in ogni momento, del consenso al trattamento dei Suoi dati. In ogni caso i Suoi dati potranno essere trattati per obblighi di legge ed esercizio di diritti anche in sede giudiziaria da parte della Società. Lei, in qualità, di interessato al trattamento dei dati personali potrà esercitare in qualunque momento, i diritti a lei espressamente riconosciuti dalla Legge n. 9887 del 10.03.2008 “Per la protezione dei dati personali” e dal Regolamento europeo, in particolare: Il diritto di accesso ai dati personali (art. 12 della Legge n. 9887 del 10.03.2008 “Per la protezione dei dati personali” e art. 15 del GDPR) il diritto di rettifica (art. 13 della Legge n. 9887 del 10.03.2008 “Per la protezione dei dati personali” e art.16 del GDPR), il diritto alla cancellazione (art. 13 della Legge n. 9887 del 10.03.2008 “Per la protezione dei dati personali” e art. 17 del GDPR), il diritto alla limitazione del trattamento dei dati personali (art. 13 della Legge n. 9887 del 10.03.2008 “Per la protezione dei dati personali” e art. 18 del GDPR), il diritto di opposizione (art. 15 della Legge n. 9887 del 10.03.2008 “Per la protezione dei dati personali” e art. 21 del GDPR), il diritto di proporre reclamo ad un’autorità di controllo (art. 16 della Legge n. 9887 del 10.03.2008 “Per la protezione dei dati personali” e art. 77 del GDPR), il diritto a revocare il consenso (art. 18 della Legge n. 9887 del 10.03.2008 “Per la protezione dei dati personali” e art. 7 del GDPR). Qualora ritenesse di esercitare i diritti sopra elencati di seguito viene indicato l’indirizzo di posta ordinaria del Titolare: Assist Sh.p.k. Tirana, Njësia nr. 5, Rruga “Emin Duraku”, Pallati Binjakët nr. 5 o all’indirizzo mail Dpo.Assist@assistdigital.com. La società Assist Sh.p.k. ritenendo di primaria importanza la tutela dei dati personali degli interessati, ha nominato un responsabile della protezione dei dati (DPO) che potrà essere contattato scrivendo all’indirizzo mail Dpo.Assist@assistdigital.com per ogni tematica riguardante la protezione dei dati personali.”
";"Assist Digital è una Customer Experience Management Company. Siamo specializzati in servizi end-to-end che combinano le potenzialità dell’intelligenza umana e di quella artificiale per migliorare le performance dei nostri clienti.";"AssistDigital Tirana";"e:selezionetirana@assistdigital.com|w:www.assistdigital.com|t:00355697099942/3";"Full Time";"56 Ditë";"IT";"Tiranë";"Scopo del Ruolo
Il candidato dovrà possedere competenze tecniche propedeutiche a gestire tematiche sistemistiche e di networking. È previsto l’inserimento nella squadra aziendale che si occupa del setup e dell’esercizio di infrastrutture e piattaforme applicative ICT a supporto di servizi tecnologici che l’azienda eroga.
Cosa farai?

Installazione delle componenti periferiche della piattaforma (telefoniche, applicative, di rete, ecc.)
Setup/configurazione sistemica delle machine
Setup/configurazione degli apparati di rete
Configurazione componenti applicative
Manutenzione ordinaria preventiva
Manutenzione correttiva nel rispetto degli KPI contrattuali

";"IT Specialist";"5178";"http://karriera.al/al/job-inside/5178/it-specialist";"Cosa farai?

Installazione delle componenti periferiche della piattaforma (telefoniche, applicative, di rete, ecc.)
Setup/configurazione sistemica delle machine
Setup/configurazione degli apparati di rete
Configurazione componenti applicative
Manutenzione ordinaria preventiva
Manutenzione correttiva nel rispetto degli KPI contrattuali

Cosa ti proponiamo?

Un percorso di crescita volto a migliorare la tua professionalità
Ambiente di lavoro stimolante e internazionale con gruppi eterogenei e possibilità di ampliare le tue conoscenze
Contratto di lavoro a tempo pieno

Per candidarti registrati tramite il seguente link https://go0.it/AylKa
Assist Digital nel 2017 ha ottenuto la certificazione come Great Place to Work in Italia.
#ThinkDigitalThinkAssist
UNISCITI AL NOSTRO TEAM!
";"Negotiable";"615"
"2021-08-05 17:31:42.520559";"“With a view to enhancing diversity and fighting for equal opportunities, this announcement is addressed to all candidates without any kind of discrimination.
The Company Assist Sh.p.k. as Data Controller of personal data. The data that the Company intends to process are A) Personal data, and B) information on school career, professional situation, specific knowledge in certain sectors. The legal basis for points A) and B) is the execution of pre-contractual measures pursuant to art. 6, paragraph 1, letter b) of GDPR and art. 6, paragraph 1, letter b) of Law no. 9887, dated 10.03.2008 “For the protection of personal data”. The data collected will be processed for the execution of the personnel search, selection and evaluation processes carried out on our own to manage your application in reference to a specific advertisement as well as to manage your spontaneous application. In the event that you have provided your data by replying to an advertisement, the data provided may also be processed for future selections following your explicit consent sent together with the curriculum or conferred subsequently. Your data will be kept for the time strictly necessary to pursue the purposes described above and in any case for a period not exceeding 12 months unless you withdraw your consent to the processing of your data at any time. In any case, your data may be processed for legal obligations and also exercise of rights by the Company in court. You, as an interested party in the processing of personal data, may exercise at any time the rights expressly recognized by Law no. 9887, dated 10.03.2008 “For the protection of personal data” and the European Regulation, in particular: The right of access to personal data (Article 12 of Law no. 9887 of 10.03.2008 ""For the protection of personal data"" and art. 15 of the GDPR) the right of rectification (art. 13 of Law no. 9887, dated 10.03.2008 “For the protection of personal data” and art. 16 of the GDPR), the right to cancellation (art. 13 of Law no. 9887, dated 10.03.2008 “For the protection of personal data” and art. 17 of the GDPR), the right to limit the processing of personal data (art. 13 of Law no. 9887, dated 10.03.2008 “For the protection of personal data” and art. 18 of the GDPR), the right to object (art. 15 of Law n. 9887, dated 10.03.2008 “For the protection of personal data” and art. 21 of the GDPR), the right to lodge a complaint with a supervisory authority (art. 16 of Law no. 9887, dated 10.03.2008 “For the protection of personal data” and art. 77 of the GDPR), the right to withdraw consent (art. 18 of Law no. 9887, dated 10.03.2008 “For the protection of personal data” and art. 7 of the GDPR). If you would want to exercise the rights listed above, the Controller's ordinary mail address is indicated as follows: Assist Sh.p.k., Tirana, Njësia nr. 5, Rruga “Emin Duraku”, Pallati Binjakët nr. 5 or to the email address Dpo.Assist@assistdigital.com. Assist Sh.p.k. considering the protection of the personal data of data subjects to be of primary importance, it has appointed a data protection officer (DPO) who can be contacted by writing to the email address Dpo.Assist@assistdigital.com for any issue concerning the protection of personal data.”
";"Assist Digital è una Customer Experience Management Company. Siamo specializzati in servizi end-to-end che combinano le potenzialità dell’intelligenza umana e di quella artificiale per migliorare le performance dei nostri clienti.";"AssistDigital Tirana";"e:selezionetirana@assistdigital.com|w:www.assistdigital.com|t:00355697099942/3";"Full Time";"56 Ditë";"IT";"Tiranë";"Assist Digital is a Customer Experience Management Company. We specialize in end-to-end services that combine the potential of human and artificial intelligence to improve our client’s performance.
For our office in Tirana, we are looking for an Android Developer
What will you do?
Your main objective will be the design and development of mobile applications for Android platforms (Smart phones, Tablets), actively participating in discussions and technical decisions.
You will be an integral part of the development and maintenance of our mobile applications. You will work with Agile methodology.
";"Android Developer";"5612";"http://karriera.al/al/job-inside/5612/android-developer";"Who are you?
You have a degree in technical / scientific disciplines and have gained 3/5 years of experience in the role of ICT services companies where you participated in significant development projects, relating to one or more digital channels (web, mobile ...) and in various industries: Telco, Banking, Travel, Utility.
You have the following requirements:

Development of native Android applications since version 5.0
Experience with Android technologies and development tools (Kotlin, Java, Android Studio, Gradle, Android Jetpack)
Excellent knowledge of the architectures of mobile applications in native and hybrid contexts
Experience of integration with web services from mobile applications (REST with JSON, http, HTTPS, OAuth)
Excellent knowledge of the development cycle of mobile applications.
Knowledge of the systems and tools for the source and CI protocol (git, gitlab, SourceTree)
Experience with open-source libraries (Retrofit, OkHttp, Dagger or others)

Nice to have:
- experience with Firebase (Analytics, Crashlytics, Performance or others)
- experience with Automated Testing
- experience with the develop of web-app interaction (WebView and bridge JavaScript)
Fluent knowledge of the English language
Knowledge of the Italian language will be a plus
The ideal candidate must also be motivated towards counseling as a professional choice, curious, with enthusiasm and energy, with excellent communication skills both in writing and in oral presentation.
Available for travel.
What we offer?

A growth path aimed at improving your professionalism
Flexible working hours
Possibility to work from home (on request)
Stimulating and international work environment with heterogeneous teams and the possibility of expanding your knowledge

Apply through the following link https://go0.it/AB6BP
Assist Digital in 2017 obtained certification as Great Place to Work in Italy.
#ThinkDigitalThinkAssist
JOIN US!
";"Negotiable";"162"
"2021-08-05 17:31:45.699152";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"26 Ditë";"Telemarketing";"Tiranë";"Kompania Marketing Group, nje kompani e sukseshme ne fushen e telemarketingut eshte duke rekrutuar punonjes ne pozicionin Apertura.
Behuni pjese e intervistave qe zhvillohen prane zyrave tona per te qene dhe ju pjese e nje stafi pune profesional, dinamik e ambicioz.

Ofrojme per ju :

Trajnime te pagura
Pagesa konkurrente ne treg
Bonuse te larta
Leads Web
Mjedis komod dhe rinor
Rritje profesionale dhe stimuj motivues mbi performancen individuale
Orare pune 9:00-18:00
Fundjava e lire
Aktivitete argetuese brenda dhe jashte ambjentit te punes

Aplikoni duke na kontaktuar ose derguar cv-ne tuaj ne adresat e meposhtme :

Kontakt: 0686078001
E-mail: marketinggroup.al@hotmail.com
Adresa : Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia .

Ju mirepresim!
";"Marketing Group  ofron vend pune Apertura";"5611";"http://karriera.al/al/job-inside/5611/marketing-group-ofron-vend-pune-apertura";" 
Aplikantet kerkohet te plotesojne keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte dhe te duan punen ne grup.
Te kene disponibilitet te plote, korrektesi ne pune si edhe te jene te gatshem te bashkepunojne per objektivat ne grup dhe ato personale.
";"";"107"
"2021-08-05 17:31:48.654251";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"26 Ditë";"Telemarketing";"Tiranë";"Jeni ne kerkim te nje pune stabel, ne nje ambient profesional e korrekt?
Zoteroni mire gjuhen Italiane?
Keni ambicje per rritje profesionale dhe pozicione pune me paga konkurrues ne treg?

Jeni ne vendin e duhur, ne kompanine qe ofron mundesite e duhura per ju!

Kompania Marketing Group nje kompani stabel ne tregun e punes, e sukseshme ne fushen e telemarketingut , ofron mundesi punesimi ne pozicionin e punes Agjent Retention.


Ofrojme per ju :

Trajnime te paguara
Pagesa me rroge baze dhe bonuse te larta
Leads web
Mjedis pune komod, rinor dhe dinamik
Orare pune 9:00-18:00
Fundjava e lire
Aktivitete argetuese brenda dhe jashte mjedisit te punes


Mund te na kontaktoni ose te dergoni cv-ne tuaj ne adresat me poshte:

Kontakt: 0686078001
E_mail: marketinggroup.al@hotmail.com
Adresa: Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia.

Mirepresim aplikimet tuaja !
";"Marketing Group  ofron vend pune Retention";"5610";"http://karriera.al/al/job-inside/5610/marketing-group-ofron-vend-pune-retention";" 
Aplikantet kerkohet te plotesojne keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte dhe te duan punen ne grup, te jene ambicioz per arritjen e objektivave individuale.
Te kene disponibilitet te plote , korrektesi me oraret apo detyrat dhe pergjegjesite qe u ngarkohet gjate punes.
 
";"";"125"
"2021-08-05 17:31:50.521745";"";"";"SAPIENTIFY";"e:hr@sapientify.com.al|w:|t:";"Full Time";"2 Ditë";"Menaxher Komercial";"Tiranë";"
Sapientify Albania po kërkon për një menaxher/e marketingu që do të marrë përsipër promovimin e shërbimeve të kompanisë dhe sektorin e shitjeve online. Nëse jeni një person që ju pëlqen puna dinamike, besoni në aftësitë tuaja për të ngritur një brand dhe për të drejtuar sektorin e marketingut drejt suksesit, atëherë na kontaktoni!

 
";"KERKOHET MENAXHERE MARKETINGU.";"5608";"http://karriera.al/al/job-inside/5608/kerkohet-menaxhere-marketingu";"Kandidatja ideale duhet të plotësojë këto kritere:
• Të ketë eksperiencë pune +2 vjeçare në fushën e Marketingut
• Të jetë e aftë të prezantojë shërbimet e kompanisë tek klientët
• Të dijë të përdorë programe dizajni dhe Wordpress 
• Të ketë eksperiencë në menaxhimin e rrjeteve sociale 
• Të dijë të përdorë platformat kryesore për reklama online 
• Të jetë e aftë të krijojë partneritete me biznese 
• Të jetë e aftë të organizojë webinare dhe evente në terren
• Të ketë eksperiencë në krijimin dhe zbatimin e strategjive dhe fushatave të marketingut
• Të ketë aftësi të mira lidershipi, bashkëpunimi dhe vendimmarrje
• Të zotërojë gjuhën angleze (niveli B2) 
Avantazh: 
- Të ketë punuar më parë në platforma online 
- Diplome Bachelor ose Master në marketing, menaxhim biznesi ose një fushë të ngjashme

Të interesuarit të dërgojnë CVnë e tyre dhe portofol pune (opsionale) në adresën e emailit: hr@sapientify.com.al
";"";"146"
"2021-08-05 17:31:53.732414";"APPLY HERE:https://onecontact.com.mk/job/detail/remote-cloud-systems-engineer
";"OneContact is focused on building Remote Teams across Europe (Customer Support and Technical) that are integrated into clients' People, Processes, and Products. Our clients are major software development companies who have entrusted us with the task of hiring customer support and technical resources which includes senior DevOps, AWS and Azure Consultants, Python Developers, Database Specialists, and many more. We are growing and Hiring!!! for Remote positions so visit us at onecontact.com.mk";"OneContact Macedonia";"w:www.onecontact.com.mk";"Full Time";"3 Ditë";"IT";"Skopje";"The Cloud Systems Engineer will be a hands-on technical role in conjunction with guiding a team responsible for the day-to-day operations of private Openstack based Cloud infrastructure, including assisting the migration of production systems into a new architecture, taking advantage of the latest DevOps methodologies and tools. You will be working in a dynamic environment and proposing creative and practical solutions to operational challenges.

Job Duties:

Install, configure, maintain and manage all hardware and software system components of Openstack
Install, configure, maintain and manage auxiliary Cloud support systems and other micro-cloud
Collaborate with members of the Cloud team to build and create internal tools and APIs for
Research, innovate and implement new technologies that improve our velocity.
Will be part of the on-call rotation schedule for Cloud Operations


Knowledge, Skills, and Abilities:

Strong experience with working in Debian based Linux environments
Strong experience in Openstack based cloud computing and Ceph storage systems
Experience with Saltstack or Ansible python-based automation frameworks. Able to extend these frameworks with new modules
Strong experience with Python development and shell scripting
Good knowledge of computing and storage hardware systems
Experience with Infrastructure as Code principles and best practices
Excellent verbal and written communication skills
Ability to learn quickly and comprehend new technologies
Strong organizational and interpersonal skills, with an ability to establish relationships
Work effectively within a team environment

";"Remote Cloud Systems Engineer";"5289";"http://karriera.al/al/job-inside/5289/remote-cloud-systems-engineer";"Qualifications Required

5+ years of professional experience as a senior DevOps engineer or Linux administrator
Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience

";"";"434"
"2021-08-05 17:31:56.625915";"";"OneContact is focused on building Remote Teams across Europe (Customer Support and Technical) that are integrated into clients' People, Processes, and Products. Our clients are major software development companies who have entrusted us with the task of hiring customer support and technical resources which includes senior DevOps, AWS and Azure Consultants, Python Developers, Database Specialists, and many more. We are growing and Hiring!!! for Remote positions so visit us at onecontact.com.mk";"OneContact Macedonia";"w:www.onecontact.com.mk";"Full Time";"3 Ditë";"IT";"Tiranë";"The Mobile Engineering Team in a Telekom Company is looking for the right engineer with a strong Devops and automation background to join their team. A successful candidate will be creating and building internal tools and APIs to enable our Continuous Integration / Continuous Deployment systems to efficiently manage our compute, network, and storage platforms.
APPLY HERE: https://onecontact.com.mk/job/detail/remote-systems-engineer-devops
Duties and responsibilities:
Collaborate with members of internal Engineering and DevOps Tools and Automation team to build and create internal tools and APIs for managing our network and cloud infrastructure.
Research, innovate and implement new technologies that improve our velocity.
Maintain and improve existing deployment tools.
Convert existing legacy applications to run on new technologies such as docker.
Provide domain expertise for solutions and applications for tooling
";"Remote Systems Engineer / DevOps";"5606";"http://karriera.al/al/job-inside/5606/remote-systems-engineer-devops";"Qualifications and experience:
Strong Python coding skills, 3+ years experience.
Shell scripting (Bash).
Extensive experience with Linux. We use Debian but we expect that you can easily pick up other distributions.
Experience with Saltstack or Ansible python based automation frameworks. Able to extend these frameworks with new modules.
Automating builds with Jenkins.
Experience with Docker.
Experience with Infrastructure as Code principles and best practices.
Experience with metric monitoring tools such as prometheus, alert manager, graylog, elastic search.
Excellent verbal and written communication skills.
Ability to learn quickly and comprehend new technologies.
Strong organizational and interpersonal skills, with an ability to build relationships.
Work effectively within a team environment.
Nice to have skills and experience:
Familiarity with Kafka, Cassandra, Elastic stack, graylog
Familiarity with Perl, Groovy and frameworks such as Django, Flask, Ruby On Rails
Experience with Hashicorp tools such as Terraform, Nomad, Vault, Consul, Vagrant.
Familiarity with concepts of GitFlow and automation tools like github actions
";"";"142"
"2021-08-05 17:31:59.536415";" 
 
Personi preferohet :
 
- Te kete durim per te mesuar dhe praktikuar punimet me dore. 
- Te bashkepunoje ne grup me koleget, por edhe te kete deshire per te punuar individualisht. 
- Te kete fryme pozitive per te ndermarre iniciativa te ndryshme ne pune. 
";"www.pirro.al";"PIRRO ";"";"Full Time";"631 Ditë";"Asistent/e";"Tiranë";"Argjendari Pirro eshte kompania lider prej 26 vitesh ne krijimtarine artistike te prodhimit dhe shitjes se bizhuterive dhe dhuratave te cmuara dhe te personalizuara. Firma eshte ne kerkim te nje punonjesi per punimet me dore te teknikes se Filigranit, sipas udhezimeve te firmes. 
";"Kerkohet: Punues/e Filigrani ";"5605";"http://karriera.al/al/job-inside/5605/kerkohet-punues-e-filigrani";"Te kete eksperience ne punimet me dore te filigranit ose ne punimet e qendistarise. 
Detyrat: Te kryeje punime me dore per produkte te ndryshme filigrani, por edhe te punimeve te tjera sipas kerkeses se menaxhimit. 
";"E negociushme";"329"
"2021-08-05 17:32:02.413138";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"26 Ditë";"Telemarketing";"Tiranë";"Jeni ne kerkim te nje pune stabel, ne nje ambient profesional e korrekt?
Zoteroni mire gjuhen Italiane?
Keni ambicje per rritje profesionale dhe pozicione pune me paga konkurrues ne treg?

Jeni ne vendin e duhur, ne kompanine qe ofron mundesite e duhura per ju!

Kompania Marketing Group nje kompani stabel ne tregun e punes, e sukseshme ne fushen e telemarketingut , ofron mundesi punesimi ne pozicionin e punes Agjent Retention.


Ofrojme per ju :

Trajnime te paguara
Pagesa me rroge baze dhe bonuse te larta
Leads web
Mjedis pune komod, rinor dhe dinamik
Orare pune 9:00-18:00
Fundjava e lire
Aktivitete argetuese brenda dhe jashte mjedisit te punes


Mund te na kontaktoni ose te dergoni cv-ne tuaj ne adresat me poshte:

Kontakt: 0686078001
E_mail: marketinggroup.al@hotmail.com
Adresa: Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia.

Mirepresim aplikimet tuaja !
";"Marketing Group ka shpalle vakant pozicionin e punes Agjent Retention";"5602";"http://karriera.al/al/job-inside/5602/marketing-group-ka-shpalle-vakant-pozicionin-e-punes-agjent-retention";" 
Aplikantet kerkohet te plotesojne keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte dhe te duan punen ne grup, te jene ambicioz per arritjen e objektivave individuale.
Te kene disponibilitet te plote , korrektesi me oraret apo detyrat dhe pergjegjesite qe u ngarkohet gjate punes.
";"";"116"
"2021-08-05 17:32:04.596585";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"26 Ditë";"Telemarketing";"Tiranë";"Kompania Marketing Group, nje kompani e sukseshme ne fushen e telemarketingut eshte duke rekrutuar punonjes ne pozicionin Apertura.
Behuni pjese e intervistave qe zhvillohen prane zyrave tona per te qene dhe ju pjese e nje stafi pune profesional, dinamik e ambicioz.

Ofrojme per ju :

Trajnime te pagura
Pagesa konkurrente ne treg
Bonuse te larta
Leads Web
Mjedis komod dhe rinor
Rritje profesionale dhe stimuj motivues mbi performancen individuale
Orare pune 9:00-18:00
Fundjava e lire
Aktivitete argetuese brenda dhe jashte ambjentit te punes

Aplikoni duke na kontaktuar ose derguar cv-ne tuaj ne adresat e meposhtme :

Kontakt: 0686078001
E-mail: marketinggroup.al@hotmail.com
Adresa : Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia .

Ju mirepresim!
";"Marketing Group  ofron mundesi punesimi Agjent Apertura";"5601";"http://karriera.al/al/job-inside/5601/marketing-group-ofron-mundesi-punesimi-agjent-apertura";" 
Aplikantet kerkohet te plotesojne keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte dhe te duan punen ne grup.
Te kene disponibilitet te plote, korrektesi ne pune si edhe te jene te gatshem te bashkepunojne per objektivat ne grup dhe ato personale.
 
";"";"110"
"2021-08-05 17:32:06.450552";"";"Shoqëria tregtare
""Redon Consulting"" SHPK
Aktivitete të drejtimit të ndërmarrjeve; aktivitete të këshillimit për biznes dhe këshilla të tjera për menaxhimin, këshillim dhe ndihmë për taksat, biznesin dhe korporatat, këshillim dhe ndihmë në menaxhimin e personelit.";"Redon Consulting SHPK";"e:ceo@redonconsulting.al|w:https://redonconsulting.al/|t:+355676191992";"Full Time";"4 Ditë";"Ekonomist";"Durrës";"Redon Consulting società con sede in Albania, sta reclutando per conto di un prestigioso cliente in Italia un Impiegato/a buste paga.
Il ruolo prevede le seguenti attività:

Elaborazione cedolini e relativi adempimenti fiscali e contributivi
Gestione degli adempimenti annuali e periodici sulla gestione del personale dipendente
Modello 770, Autoliquidazione Inail, F24, etc.
Elaborazione Libro Unico del Lavoro

Offriamo:

Contratto di lavoro a tempo indeterminato secondo il Codice di Lavoro
Stipendio sopra la media
Corsi di formazione e stage in Italia presso lo studio associato (con rimborso spese e fornitura di alloggio)
Collaboratore in un team internazionale con opportunità di crescita professionale e personale in un team internazionale
Possibilità di iniziare lavorare immediatamente
Disponibilità di lavorare 40 ore settimanali

 
Si prega di inviare il proprio CV inserendo la posizione per cui si è interessati all'oggetto della mail nell'indirizzo e-mail: ceo@redonconsulting.al
Solo le persone che hanno i requisiti saranno contattate per l'intervista!
La informiamo che i Suoi dati personali saranno trattati nel rispetto della normativa prevista dalla Legge Nr.9887 data 10.03.2008 ""Per la protezione dei dati personali"" e il trattamento sarà improntato ai principi di correttezza, liceità, trasparenza e di tutela della Sua riservatezza e dei Suoi diritti.
";"ITALIAN PAYROLL SPECIALIST";"5600";"http://karriera.al/al/job-inside/5600/italian-payroll-specialist";"Requisiti:
Laurea in Economia o equivalente
Esperienza di almeno 1 anno maturata nel ruolo presso studi commercialisti o centri elaborazioni dati (CED)
Ottima conoscenza della lingua italiana scritta e parlata
Ottima conoscenza del pacchetto Microsoft Office, in particolare Excel
Ottime doti organizzative
";"800 Euro";"197"
"2021-08-05 17:32:08.345589";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"26 Ditë";"Telemarketing";"Tiranë";"Kompania Marketing Group, nje kompani e sukseshme ne fushen e telemarketingut eshte duke rekrutuar punonjes ne pozicionin Apertura.
Behuni pjese e intervistave qe zhvillohen prane zyrave tona per te qene dhe ju pjese e nje stafi pune profesional, dinamik e ambicioz.


Ofrojme per ju :

Trajnime te pagura
Pagesa konkurrente ne treg
Bonuse te larta
Leads Web
Mjedis komod dhe rinor
Rritje profesionale dhe stimuj motivues mbi performancen individuale
Orare pune 9:00-18:00
Fundjava e lire
Aktivitete argetuese brenda dhe jashte ambjentit te punes

Aplikoni duke na kontaktuar ose derguar cv-ne tuaj ne adresat e meposhtme :

Kontakt: 0686078001
E-mail: marketinggroup.al@hotmail.com
Adresa : Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia .

Ju mirepresim!
";"Marketing Group ka shpall vakant pozicione pune Agjent Apertura";"5599";"http://karriera.al/al/job-inside/5599/marketing-group-ka-shpall-vakant-pozicione-pune-agjent-apertura";"Aplikantet kerkohet te plotesojne keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte dhe te duan punen ne grup.
Te kene disponibilitet te plote, korrektesi ne pune si edhe te jene te gatshem te bashkepunojne per objektivat ne grup dhe ato personale.
 
";"";"161"
"2021-08-05 17:32:10.287611";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"26 Ditë";"Telemarketing";"Tiranë";"Jeni ne kerkim te nje pune stabel, ne nje ambient profesional e korrekt?
Zoteroni mire gjuhen Italiane?
Keni ambicje per rritje profesionale dhe pozicione pune me paga konkurrues ne treg?

Jeni ne vendin e duhur, ne kompanine qe ofron mundesite e duhura per ju!

Kompania Marketing Group nje kompani stabel ne tregun e punes, e sukseshme ne fushen e telemarketingut , ofron mundesi punesimi ne pozicionin e punes Agjent Retention.

Ofrojme per ju :

Trajnime te paguara
Pagesa me rroge baze dhe bonuse te larta
Leads web
Mjedis pune komod, rinor dhe dinamik
Orare pune 9:00-18:00
Fundjava e lire
Aktivitete argetuese brenda dhe jashte mjedisit te punes


Mund te na kontaktoni ose te dergoni cv-ne tuaj ne adresat me poshte:

Kontakt: 0686078001
E_mail: marketinggroup.al@hotmail.com
Adresa: Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia.

Mirepresim aplikimet tuaja !
";"Marketing Group  ofron  mundesi punesimi Agjent Retention";"5598";"http://karriera.al/al/job-inside/5598/marketing-group-ofron-mundesi-punesimi-agjent-retention";" 
Aplikantet kerkohet te plotesojne keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte dhe te duan punen ne grup, te jene ambicioz per arritjen e objektivave individuale.
Te kene disponibilitet te plote , korrektesi me oraret apo detyrat dhe pergjegjesite qe u ngarkohet gjate punes.
 
";"";"190"
